#Gn	Domain	Start	End	Eval
ACTL7A	Actin	69	435	1.5e-100
ACTL7A	ACTL7A_N	1	65	2.7e-34
ACTL7B	Actin	48	415	5.5e-100
ACTL8	Actin	4	363	1.9e-72
ACTL9	Actin	49	415	1.6e-101
ACTN1	CH	145	250	3.5e-26
ACTN1	CH	32	135	7.5e-24
ACTN1	EF-hand	751	817	2.2e-06
ACTN1	EFhand_Ca_insen	822	888	5.2e-27
ACTN1	Spectrin	275	383	4.4e-14
ACTN1	Spectrin	394	498	2.9e-25
ACTN1	Spectrin	510	620	1.2e-17
ACTN1	Spectrin	631	732	3.1e-12
ACTN2	CH	152	257	9.1e-28
ACTN2	CH	39	142	1.3e-23
ACTN2	EF-hand	758	818	5.5e-06
ACTN2	EFhand_Ca_insen	824	890	8e-26
ACTN2	Spectrin	282	390	6.9e-14
ACTN2	Spectrin	401	505	1.5e-22
ACTN2	Spectrin	517	627	6.8e-20
ACTN2	Spectrin	638	739	3e-14
ACTN3	CH	159	264	7e-29
ACTN3	CH	46	149	1.4e-23
ACTN3	EF-hand	765	825	1.2e-05
ACTN3	EFhand_Ca_insen	831	897	6.5e-24
ACTN3	Spectrin	288	397	2.2e-12
ACTN3	Spectrin	408	512	3.4e-23
ACTN3	Spectrin	524	634	1e-18
ACTN3	Spectrin	645	746	1.5e-12
ACTN4	CH	164	269	2.9e-26
ACTN4	CH	51	154	1.6e-24
ACTN4	EF-hand	770	836	4.1e-06
ACTN4	EFhand_Ca_insen	841	907	3.2e-26
ACTN4	Spectrin	293	402	3e-15
ACTN4	Spectrin	413	517	4e-23
ACTN4	Spectrin	529	639	4.2e-17
ACTN4	Spectrin	649	751	4.1e-13
ACTR10	Actin	12	45	1.1e-06
ACTR10	Actin	69	383	2.8e-42
ACTR1A	Actin	9	375	3.5e-133
ACTR1B	Actin	9	375	5e-134
ACTR2	Actin	6	388	1.6e-100
ACTR3	Actin	5	409	4.2e-87
ACTR3B	Actin	7	409	1.9e-88
ACTR3C	Actin	1	188	2.4e-28
ACTR5	Actin	33	569	7.3e-46
ACTR6	Actin	2	394	9.2e-86
ACTR8	Actin	48	619	1.9e-34
ACTRT1	Actin	8	376	2.1e-114
ACTRT2	Actin	8	377	6.3e-112
ACTRT3	Actin	7	372	8.1e-110
ACVR1	Activin_recp	33	102	2.7e-09
ACVR1B	Activin_recp	33	103	0.00028
ACVR1B	Pkinase	210	491	3.5e-33
ACVR1B	TGF_beta_GS	178	205	9.8e-12
ACVR1C	Activin_recp	26	94	2.2e-06
ACVR1C	PK_Tyr_Ser-Thr	196	480	8.8e-33
ACVR1C	TGF_beta_GS	166	193	2.3e-13
ACVR1	PK_Tyr_Ser-Thr	209	494	6.2e-36
ACVR1	TGF_beta_GS	179	206	1.3e-16
ACVR2A	Activin_recp	40	113	8.7e-07
ACVR2A	Pkinase	200	472	6e-33
ACVR2B	Activin_recp	41	112	2e-09
ACVR2B	Pkinase	198	471	1.8e-30
ACVRL1	PK_Tyr_Ser-Thr	204	488	8.8e-35
ACVRL1	TGF_beta_GS	174	200	2.1e-14
ACY1	Peptidase_M20	76	395	9.9e-36
ACY3	AstE_AspA	11	300	3.6e-82
ACYP1	Acylphosphatase	11	97	1.1e-22
ACYP2	Acylphosphatase	11	97	1.9e-23
ADA2	A_deaminase	197	495	4.6e-27
ADA2	A_deaminase_N	28	102	3.1e-19
ADA	A_deaminase	10	349	1.8e-132
ADAD1	A_deamin	249	567	2.2e-93
ADAD1	dsrm	97	162	2.5e-10
ADAD2	A_deamin	261	576	1.1e-73
ADAD2	dsrm	117	178	1e-07
ADAL	A_deaminase	19	344	4.2e-48
ADAM10	Disintegrin	466	545	7.4e-14
ADAM10	Pep_M12B_propep	35	143	2e-11
ADAM10	Reprolysin	243	445	2.7e-34
ADAM11	ADAM_CR	531	639	1.2e-23
ADAM11	Disintegrin	453	525	1.4e-15
ADAM11	EGF	677	709	0.00015
ADAM11	Pep_M12B_propep	59	189	1.3e-30
ADAM11	Reprolysin	239	438	1.6e-68
ADAM12	ADAM_CR	510	630	1.7e-32
ADAM12	Disintegrin	433	504	9.3e-20
ADAM12	Pep_M12B_propep	62	159	1.1e-25
ADAM12	Reprolysin	214	416	4.8e-76
ADAM15	ADAM_CR	508	622	1.4e-28
ADAM15	CD20	656	711	0.0086
ADAM15	Disintegrin	430	503	2e-20
ADAM15	Pep_M12B_propep	63	154	2.7e-14
ADAM15	Reprolysin	214	412	6.8e-55
ADAM17	ADAM17_MPD	581	642	1.6e-21
ADAM17	Disintegrin	484	557	1.3e-14
ADAM17	Pep_M12B_propep	48	165	4.4e-07
ADAM17	Reprolysin	222	451	4.6e-35
ADAM18	ADAM_CR	479	584	1.2e-26
ADAM18	ADAM_CR	575	614	0.0045
ADAM18	Disintegrin	399	474	1e-18
ADAM18	Pep_M12B_propep	27	141	9.8e-22
ADAM18	Reprolysin	184	379	1.5e-58
ADAM19	ADAM_CR	502	612	5.4e-32
ADAM19	Adeno_E3_CR2	703	727	0.0017
ADAM19	Disintegrin	425	496	7.9e-20
ADAM19	EGF	655	681	0.0098
ADAM19	Pep_M12B_propep	57	162	2.9e-26
ADAM19	Reprolysin	210	408	2.3e-66
ADAM20	ADAM_CR	493	605	9.2e-32
ADAM20	Disintegrin	416	488	8.2e-20
ADAM20	Pep_M12B_propep	57	159	1.3e-19
ADAM20	Reprolysin	207	395	9.6e-51
ADAM21	ADAM_CR	492	604	1.7e-34
ADAM21	Disintegrin	415	487	1.3e-19
ADAM21	Pep_M12B_propep	52	159	2.5e-18
ADAM21	Reprolysin	209	398	5.5e-48
ADAM22	ADAM_CR	531	643	5.9e-27
ADAM22	Disintegrin	453	525	1.6e-15
ADAM22	EGF	681	711	6.1e-05
ADAM22	Pep_M12B_propep	72	188	3e-27
ADAM22	Reprolysin	239	438	5e-66
ADAM23	ADAM_CR	588	700	2.8e-27
ADAM23	Disintegrin	511	582	3.7e-16
ADAM23	EGF	736	768	0.00036
ADAM23	Pep_M12B_propep	130	249	1.5e-28
ADAM23	Reprolysin	299	496	2.9e-67
ADAM28	7tm	644	720	0.016
ADAM28	ADAM_CR	493	575	3.1e-20
ADAM28	Disintegrin	416	488	7.3e-20
ADAM28	Pep_M12B_propep	29	155	4.6e-31
ADAM28	Reprolysin	204	399	4.2e-69
ADAM29	ADAM_CR	483	595	2.1e-33
ADAM29	Disintegrin	406	478	6.7e-20
ADAM29	Pep_M12B_propep	49	150	4.7e-18
ADAM29	Reprolysin	199	387	5.5e-44
ADAM2	ADAM_CR	474	580	7.5e-25
ADAM2	Disintegrin	393	468	4.2e-19
ADAM2	Pep_M12B_propep	28	141	1.9e-22
ADAM2	Reprolysin	178	375	7e-71
ADAM30	ADAM_CR	485	594	4.3e-30
ADAM30	Disintegrin	408	480	2.8e-20
ADAM30	DUF4834	690	762	0.0014
ADAM30	Pep_M12B_propep	36	160	4.3e-22
ADAM30	Reprolysin	203	393	2.2e-35
ADAM32	ADAM_CR	479	592	3.9e-32
ADAM32	Disintegrin	400	474	6.9e-17
ADAM32	Pep_M12B_propep	40	144	4.1e-23
ADAM32	Reprolysin	187	383	8.9e-61
ADAM33	ADAM_CR	503	609	2.2e-28
ADAM33	Disintegrin	426	498	4.9e-19
ADAM33	Pep_M12B_propep	56	158	4.2e-23
ADAM33	Reprolysin	210	409	6.4e-64
ADAM5	ADAM_CR	199	298	1.2e-24
ADAM5	Disintegrin	163	194	8.1e-05
ADAM5	Pep_M12B_propep	32	107	2.1e-12
ADAM7	ADAM_CR	488	597	1.8e-26
ADAM7	Disintegrin	411	483	2.9e-20
ADAM7	Pep_M12B_propep	38	156	3.8e-28
ADAM7	Reprolysin	199	394	3.4e-73
ADAM8	ADAM_CR	494	559	2.1e-08
ADAM8	Disintegrin	417	489	2.1e-19
ADAM8	EGF	613	640	0.0011
ADAM8	Pep_M12B_propep	40	155	1.7e-31
ADAM8	Reprolysin	200	400	5e-75
ADAM9	ADAM_CR	501	615	1.9e-34
ADAM9	Disintegrin	423	496	3.3e-19
ADAM9	Pep_M12B_propep	45	163	1.2e-31
ADAM9	Reprolysin	212	406	5e-70
ADAMDEC1	Disintegrin	429	460	7.7e-05
ADAMDEC1	Pep_M12B_propep	43	172	1.1e-27
ADAMDEC1	Reprolysin	218	412	3.3e-64
ADAMTS10	ADAM_CR	469	537	1.7e-16
ADAMTS10	ADAM_CR	610	705	2e-10
ADAMTS10	ADAM_spacer1	707	818	7.1e-20
ADAMTS10	Pep_M12B_propep	40	180	3.2e-32
ADAMTS10	PLAC	1069	1100	3.4e-08
ADAMTS10	Reprolysin	239	457	3.3e-24
ADAMTS10	TSP1_ADAMTS	1007	1056	1.6e-10
ADAMTS10	TSP1_ADAMTS	829	884	2.1e-11
ADAMTS10	TSP1_ADAMTS	888	944	3.8e-12
ADAMTS10	TSP1_ADAMTS	948	1002	5e-13
ADAMTS10	TSP	551	601	1.5e-07
ADAMTS12	ADAM_CR	468	532	8.1e-20
ADAMTS12	ADAM_CR	615	701	2.8e-10
ADAMTS12	ADAM_spacer1	703	812	2.9e-28
ADAMTS12	Pep_M12B_propep	54	195	3.2e-30
ADAMTS12	Reprolysin	246	456	4.7e-26
ADAMTS12	TSP1_ADAMTS	1317	1365	5.8e-09
ADAMTS12	TSP1_ADAMTS	1368	1424	1.6e-09
ADAMTS12	TSP1_ADAMTS	1427	1472	5e-08
ADAMTS12	TSP1_ADAMTS	1475	1531	1.3e-13
ADAMTS12	TSP1_ADAMTS	828	882	7.7e-10
ADAMTS12	TSP1_ADAMTS	886	940	1.2e-09
ADAMTS12	TSP1_ADAMTS	948	996	9.9e-11
ADAMTS12	TSP	547	596	9.2e-12
ADAMTS13	ADAM_CR	301	371	6.1e-18
ADAMTS13	ADAM_CR	441	555	1.3e-79
ADAMTS13	ADAM_spacer1	558	680	3.2e-35
ADAMTS13	Reprolysin	83	286	2.6e-09
ADAMTS13	TSP1_ADAMTS	1016	1072	1.1e-08
ADAMTS13	TSP1_ADAMTS	1076	1130	3e-10
ADAMTS13	TSP1_ADAMTS	693	742	0.00058
ADAMTS13	TSP1_ADAMTS	746	804	3e-10
ADAMTS13	TSP1_ADAMTS	902	951	0.0005
ADAMTS13	TSP1_ADAMTS	960	1012	1.5e-08
ADAMTS13	TSP	388	438	1.5e-09
ADAMTS14	ADAM_CR	472	541	4.7e-20
ADAMTS14	ADAM_CR	613	713	7e-07
ADAMTS14	ADAM_spacer1	715	829	7.2e-20
ADAMTS14	Pep_M12B_propep	40	207	1.7e-38
ADAMTS14	Reprolysin	261	460	6.6e-21
ADAMTS14	TSP1_ADAMTS	851	906	3.3e-09
ADAMTS14	TSP1_ADAMTS	911	968	3.1e-10
ADAMTS14	TSP1_ADAMTS	972	1021	2e-11
ADAMTS14	TSP	556	606	4.7e-09
ADAMTS15	ADAM_CR	438	505	1.2e-18
ADAMTS15	ADAM_CR	614	682	7.7e-11
ADAMTS15	ADAM_spacer1	685	801	6.7e-29
ADAMTS15	Pep_M12B_propep	24	144	9.9e-22
ADAMTS15	Reprolysin	218	427	6.3e-19
ADAMTS15	TSP1_ADAMTS	843	892	1.1e-11
ADAMTS15	TSP1_ADAMTS	897	950	2.9e-13
ADAMTS15	TSP	521	570	1.2e-07
ADAMTS16	ADAM_CR	508	575	2.2e-18
ADAMTS16	ADAM_CR	646	745	9.2e-07
ADAMTS16	ADAM_spacer1	748	858	1.7e-30
ADAMTS16	Pep_M12B_propep	62	205	3e-34
ADAMTS16	PLAC	1190	1220	6.8e-12
ADAMTS16	Reprolysin	292	495	3.6e-29
ADAMTS16	TSP1_ADAMTS	1055	1114	2.1e-08
ADAMTS16	TSP1_ADAMTS	1130	1180	5.9e-11
ADAMTS16	TSP1_ADAMTS	879	927	0.011
ADAMTS16	TSP1_ADAMTS	931	986	9e-13
ADAMTS16	TSP1_ADAMTS	990	1047	2.7e-13
ADAMTS16	TSP	590	640	2e-12
ADAMTS17	ADAM_CR	466	533	1.9e-19
ADAMTS17	ADAM_CR	630	699	5.1e-08
ADAMTS17	ADAM_spacer1	713	783	5.2e-10
ADAMTS17	Pep_M12B_propep	36	180	9.2e-19
ADAMTS17	PLAC	1051	1081	0.0053
ADAMTS17	Reprolysin	258	400	4.6e-10
ADAMTS17	Reprolysin	352	449	4.6e-16
ADAMTS17	TSP1_ADAMTS	804	861	1.8e-08
ADAMTS17	TSP1_ADAMTS	865	921	1.4e-11
ADAMTS17	TSP1_ADAMTS	925	969	3.8e-08
ADAMTS17	TSP1_ADAMTS	976	1028	6e-12
ADAMTS17	TSP	547	597	3.8e-11
ADAMTS18	ADAM_CR	511	578	6.9e-19
ADAMTS18	ADAM_CR	648	748	3.4e-11
ADAMTS18	ADAM_spacer1	751	861	1.8e-29
ADAMTS18	Pep_M12B_propep	64	203	2.1e-36
ADAMTS18	PLAC	1188	1218	6.1e-11
ADAMTS18	Reprolysin	295	498	6.2e-28
ADAMTS18	TSP1_ADAMTS	1056	1115	1.6e-09
ADAMTS18	TSP1_ADAMTS	1127	1177	1.8e-11
ADAMTS18	TSP1_ADAMTS	883	931	8.3e-05
ADAMTS18	TSP1_ADAMTS	935	991	2.9e-12
ADAMTS18	TSP1_ADAMTS	995	1048	6.4e-13
ADAMTS18	TSP	593	643	4.5e-11
ADAMTS19	ADAM_CR	559	626	5.5e-18
ADAMTS19	ADAM_CR	694	761	0.065
ADAMTS19	ADAM_CR	723	789	0.0018
ADAMTS19	ADAM_spacer1	792	900	9e-27
ADAMTS19	Pep_M12B_propep	159	273	1.1e-17
ADAMTS19	PLAC	1172	1196	0.005
ADAMTS19	Reprolysin	327	543	5.1e-20
ADAMTS19	TSP1_ADAMTS	1040	1084	9.3e-09
ADAMTS19	TSP1_ADAMTS	1091	1143	5.2e-13
ADAMTS19	TSP1_ADAMTS	919	976	9.4e-09
ADAMTS19	TSP1_ADAMTS	980	1036	7.5e-12
ADAMTS19	TSP	637	685	3.7e-11
ADAMTS1	ADAM_CR	478	546	6e-22
ADAMTS1	ADAM_CR	644	724	1.6e-09
ADAMTS1	ADAM_spacer1	727	842	2e-29
ADAMTS1	Pep_M12B_propep	71	166	2.6e-22
ADAMTS1	Reprolysin	258	467	2.9e-20
ADAMTS1	TSP1_ADAMTS	858	909	2.5e-11
ADAMTS1	TSP1_ADAMTS	912	966	5.1e-12
ADAMTS1	TSP	564	613	3e-09
ADAMTS20	ADAM_CR	479	546	2.3e-18
ADAMTS20	ADAM_CR	616	720	9.6e-08
ADAMTS20	ADAM_spacer1	722	840	3.8e-24
ADAMTS20	GON	1713	1909	5.9e-78
ADAMTS20	Pep_M12B_propep	41	186	5.1e-34
ADAMTS20	Reprolysin	259	467	1.3e-24
ADAMTS20	TSP1_ADAMTS	1025	1077	3.2e-10
ADAMTS20	TSP1_ADAMTS	1080	1134	8.7e-15
ADAMTS20	TSP1_ADAMTS	1156	1205	1.4e-10
ADAMTS20	TSP1_ADAMTS	1211	1263	1.8e-11
ADAMTS20	TSP1_ADAMTS	1308	1359	8.4e-12
ADAMTS20	TSP1_ADAMTS	1362	1415	4.3e-15
ADAMTS20	TSP1_ADAMTS	1421	1474	4.1e-12
ADAMTS20	TSP1_ADAMTS	1477	1530	1.1e-09
ADAMTS20	TSP1_ADAMTS	1658	1709	5.4e-11
ADAMTS20	TSP1_ADAMTS	853	902	9.4e-07
ADAMTS20	TSP1_ADAMTS	914	962	4.3e-06
ADAMTS20	TSP1_ADAMTS	970	1022	4e-08
ADAMTS20	TSP	560	610	3.6e-07
ADAMTS2	ADAM_CR	482	551	1.8e-17
ADAMTS2	ADAM_CR	640	722	1.4e-10
ADAMTS2	ADAM_spacer1	725	837	3.6e-28
ADAMTS2	Pep_M12B_propep	59	212	2.4e-35
ADAMTS2	Reprolysin	271	470	3.9e-19
ADAMTS2	TSP1_ADAMTS	858	913	3.6e-08
ADAMTS2	TSP1_ADAMTS	918	975	1.4e-11
ADAMTS2	TSP1_ADAMTS	979	1028	1.2e-10
ADAMTS2	TSP	566	615	6.3e-10
ADAMTS3	ADAM_CR	472	541	1.1e-19
ADAMTS3	ADAM_CR	638	712	3.4e-08
ADAMTS3	ADAM_spacer1	714	827	3.4e-27
ADAMTS3	Pep_M12B_propep	43	201	5.5e-43
ADAMTS3	PLAC	1023	1051	0.0048
ADAMTS3	Reprolysin	264	460	7.7e-21
ADAMTS3	TSP1_ADAMTS	849	904	7.2e-10
ADAMTS3	TSP1_ADAMTS	909	966	8.9e-10
ADAMTS3	TSP1_ADAMTS	970	1015	2.4e-09
ADAMTS3	TSP	556	605	4.9e-09
ADAMTS4	ADAM_CR	439	507	4e-19
ADAMTS4	ADAM_CR	580	685	2.8e-07
ADAMTS4	ADAM_spacer1	688	803	4.9e-27
ADAMTS4	Pep_M12B_propep	78	175	8.2e-07
ADAMTS4	Reprolysin	218	428	5.2e-15
ADAMTS4	TSP	524	574	6.3e-09
ADAMTS5	ADAM_CR	487	554	9.2e-20
ADAMTS5	ADAM_CR	628	731	7.7e-10
ADAMTS5	ADAM_spacer1	734	852	1.9e-31
ADAMTS5	Pep_M12B_propep	66	176	2.6e-13
ADAMTS5	Reprolysin	269	476	1e-23
ADAMTS5	TSP1_ADAMTS	879	930	3.5e-11
ADAMTS5	TSP	572	621	2.1e-07
ADAMTS6	ADAM_CR	480	548	6.3e-18
ADAMTS6	ADAM_CR	618	716	8.7e-11
ADAMTS6	ADAM_spacer1	719	829	2.7e-31
ADAMTS6	Pep_M12B_propep	43	191	4e-41
ADAMTS6	PLAC	1083	1115	1.2e-08
ADAMTS6	Reprolysin	250	468	1.4e-25
ADAMTS6	TSP1_ADAMTS	1022	1071	6.3e-11
ADAMTS6	TSP1_ADAMTS	844	899	2.8e-13
ADAMTS6	TSP1_ADAMTS	903	959	4.6e-14
ADAMTS6	TSP1_ADAMTS	963	1017	2.8e-11
ADAMTS6	TSP	562	612	8.2e-08
ADAMTS7	ADAM_CR	464	528	2.4e-20
ADAMTS7	ADAM_CR	620	697	2.3e-09
ADAMTS7	ADAM_spacer1	699	809	1.8e-29
ADAMTS7	Pep_M12B_propep	44	184	4.1e-39
ADAMTS7	Reprolysin	242	452	9.3e-26
ADAMTS7	TSP1_ADAMTS	1415	1463	5.5e-08
ADAMTS7	TSP1_ADAMTS	1466	1521	2.2e-10
ADAMTS7	TSP1_ADAMTS	1524	1570	6.9e-07
ADAMTS7	TSP1_ADAMTS	1573	1628	1.5e-11
ADAMTS7	TSP1_ADAMTS	825	879	2.1e-11
ADAMTS7	TSP1_ADAMTS	883	939	9.3e-09
ADAMTS7	TSP1_ADAMTS	946	994	9.1e-10
ADAMTS7	TSP	542	592	4.9e-08
ADAMTS8	ADAM_CR	445	513	3.8e-20
ADAMTS8	ADAM_CR	609	689	3.1e-08
ADAMTS8	ADAM_spacer1	692	809	5e-29
ADAMTS8	Pep_M12B_propep	51	139	4.6e-18
ADAMTS8	Reprolysin	219	429	2.9e-19
ADAMTS8	TSP1_ADAMTS	836	887	4.6e-12
ADAMTS8	TSP	531	580	1.5e-09
ADAMTS9	ADAM_CR	511	578	6.8e-17
ADAMTS9	ADAM_CR	648	752	1.3e-09
ADAMTS9	ADAM_spacer1	754	871	2.1e-28
ADAMTS9	GON	1736	1933	3.6e-83
ADAMTS9	Pep_M12B_propep	49	207	7.7e-39
ADAMTS9	Reprolysin	293	499	7.5e-28
ADAMTS9	TSP1_ADAMTS	1001	1053	3.4e-09
ADAMTS9	TSP1_ADAMTS	1056	1108	6.9e-11
ADAMTS9	TSP1_ADAMTS	1111	1165	1.4e-16
ADAMTS9	TSP1_ADAMTS	1186	1239	4.5e-12
ADAMTS9	TSP1_ADAMTS	1242	1295	1.2e-12
ADAMTS9	TSP1_ADAMTS	1332	1383	6.4e-11
ADAMTS9	TSP1_ADAMTS	1386	1439	1.5e-14
ADAMTS9	TSP1_ADAMTS	1445	1498	8.6e-12
ADAMTS9	TSP1_ADAMTS	1501	1554	8.9e-12
ADAMTS9	TSP1_ADAMTS	1559	1612	8.9e-13
ADAMTS9	TSP1_ADAMTS	1616	1675	1.5e-10
ADAMTS9	TSP1_ADAMTS	1681	1732	2.2e-10
ADAMTS9	TSP1_ADAMTS	884	931	0.00091
ADAMTS9	TSP1_ADAMTS	939	993	4.9e-06
ADAMTS9	TSP	593	642	7.1e-07
ADAMTSL1	ADAM_CR	103	185	4.1e-09
ADAMTSL1	ADAM_spacer1	188	296	2.4e-05
ADAMTSL1	Ig	1285	1357	2.4e-13
ADAMTSL1	Ig	892	949	1e-07
ADAMTSL1	I-set	1197	1266	7e-11
ADAMTSL1	I-set	1404	1486	5e-09
ADAMTSL1	PLAC	1730	1759	1.6e-06
ADAMTSL1	TSP1_ADAMTS	1491	1545	0.013
ADAMTSL1	TSP1_ADAMTS	1549	1607	5.7e-12
ADAMTSL1	TSP1_ADAMTS	1610	1666	2.5e-06
ADAMTSL1	TSP1_ADAMTS	1670	1725	4.7e-10
ADAMTSL1	TSP1_ADAMTS	301	359	5.6e-07
ADAMTSL1	TSP1_ADAMTS	380	437	1.2e-10
ADAMTSL1	TSP1_ADAMTS	440	488	4.9e-10
ADAMTSL1	TSP1_ADAMTS	528	583	2.7e-10
ADAMTSL1	TSP1_ADAMTS	611	666	2.7e-10
ADAMTSL1	TSP1_ADAMTS	670	728	1.4e-16
ADAMTSL1	TSP1_ADAMTS	732	788	1.2e-10
ADAMTSL1	TSP1_ADAMTS	792	849	1.3e-08
ADAMTSL1	TSP	38	81	3.4e-05
ADAMTSL2	ADAM_CR	177	213	0.00023
ADAMTSL2	ADAM_spacer1	216	330	3e-24
ADAMTSL2	PLAC	916	947	1.5e-09
ADAMTSL2	TSP1_ADAMTS	568	622	7.6e-05
ADAMTSL2	TSP1_ADAMTS	626	685	6.3e-10
ADAMTSL2	TSP1_ADAMTS	689	737	0.00068
ADAMTSL2	TSP1_ADAMTS	741	794	4.6e-11
ADAMTSL2	TSP1_ADAMTS	798	854	1.1e-13
ADAMTSL2	TSP1_ADAMTS	857	907	1.7e-09
ADAMTSL2	TSP	51	105	0.00021
ADAMTSL3	ADAM_CR	155	227	2.1e-09
ADAMTSL3	Ig	1205	1267	7.1e-06
ADAMTSL3	I-set	1309	1382	2.1e-12
ADAMTSL3	I-set	927	986	9.5e-05
ADAMTSL3	PLAC	1659	1689	2.3e-08
ADAMTSL3	TMP	1086	1173	0.003
ADAMTSL3	TSP1_ADAMTS	1428	1483	3.8e-08
ADAMTSL3	TSP1_ADAMTS	1487	1544	2.2e-10
ADAMTSL3	TSP1_ADAMTS	1601	1655	6.3e-10
ADAMTSL3	TSP1_ADAMTS	343	401	7.7e-06
ADAMTSL3	TSP1_ADAMTS	422	479	8.5e-12
ADAMTSL3	TSP1_ADAMTS	482	529	3.8e-08
ADAMTSL3	TSP1_ADAMTS	569	625	1.8e-10
ADAMTSL3	TSP1_ADAMTS	648	703	1.1e-07
ADAMTSL3	TSP1_ADAMTS	707	759	4.8e-14
ADAMTSL3	TSP1_ADAMTS	763	819	8.7e-11
ADAMTSL3	TSP1_ADAMTS	825	880	1.1e-07
ADAMTSL3	TSP	80	123	4.3e-05
ADAMTSL4	ADAM_CR	402	484	3.4e-09
ADAMTSL4	ADAM_spacer1	488	599	7e-23
ADAMTSL4	PLAC	1033	1062	3.7e-10
ADAMTSL4	TSP1_ADAMTS	668	723	8.1e-05
ADAMTSL4	TSP1_ADAMTS	727	783	9.1e-14
ADAMTSL4	TSP1_ADAMTS	786	841	5e-11
ADAMTSL4	TSP1_ADAMTS	845	908	1.1e-09
ADAMTSL4	TSP1_ADAMTS	914	970	3.2e-14
ADAMTSL4	TSP1_ADAMTS	974	1025	7.3e-11
ADAMTSL4	TSP	48	74	6.9e-06
ADAMTSL5	ADAM_CR	103	200	1.6e-07
ADAMTSL5	ADAM_spacer1	209	311	8.3e-23
ADAMTSL5	NTR	375	473	3.5e-15
ADAMTSL5	TSP	50	96	9.9e-08
ADAP1	ArfGap	8	119	1.3e-37
ADAP1	PH	131	228	4.7e-07
ADAP1	PH	254	355	7.4e-13
ADAP2	ArfGap	12	124	3.3e-33
ADAP2	PH	135	231	1.3e-08
ADAP2	PH	258	359	7.4e-10
ADAR	A_deamin	886	1215	1.3e-105
ADARB1	A_deamin	370	731	8.8e-114
ADARB1	dsrm	244	294	1.3e-10
ADARB1	dsrm	79	140	1.1e-12
ADARB2	A_deamin	408	729	2.7e-106
ADARB2	dsrm	134	187	6.9e-12
ADARB2	dsrm	285	339	4.8e-07
ADAR	dsrm	504	567	1.3e-11
ADAR	dsrm	615	680	1.2e-08
ADAR	dsrm	729	792	1.5e-08
ADAR	z-alpha	135	200	1.8e-28
ADAR	z-alpha	295	358	1.7e-26
ADAT1	A_deamin	63	495	5.2e-130
ADAT2	dCMP_cyt_deam	21	125	1.1e-21
ADAT3	dCMP_cyt_deam	174	309	3.1e-14
ADAT3	MafB19-deam	283	346	1.1e-08
ADCK1	ABC1	125	371	6e-92
ADCK2	ABC1	169	218	1.9e-05
ADCK2	ABC1	293	526	4.8e-38
ADCK5	ABC1	170	414	1.3e-79
ADCY10	AAA	486	664	0.0043
ADCY10	DUF577	1369	1405	0.2
ADCY10	Guanylate_cyc	288	418	2.1e-12
ADCY10	Guanylate_cyc	43	206	2.1e-11
ADCY1	AC_N	40	283	1.6e-28
ADCY1	DUF1053	519	609	0.0067
ADCY1	Guanylate_cyc	295	476	8.4e-62
ADCY1	Guanylate_cyc	860	1056	4e-65
ADCY2	AC_N	32	261	1.1e-29
ADCY2	DUF1053	495	600	1.3e-33
ADCY2	Guanylate_cyc	282	463	1.5e-55
ADCY2	Guanylate_cyc	879	1077	4.1e-66
ADCY3	AC_N	42	297	9.6e-32
ADCY3	Guanylate_cyc	310	472	1.7e-59
ADCY3	Guanylate_cyc	915	1121	6e-66
ADCY4	AC_N	16	246	1e-18
ADCY4	DUF1053	479	584	2.4e-27
ADCY4	Guanylate_cyc	265	426	1.2e-53
ADCY4	Guanylate_cyc	865	1063	1.1e-62
ADCY5	AC_N	1	458	3.1e-248
ADCY5	DUF1053	669	761	5.5e-29
ADCY5	Guanylate_cyc	1063	1256	9.2e-63
ADCY5	Guanylate_cyc	461	621	1e-57
ADCY5	HNOBA	1023	1050	8.5
ADCY6	AC_N	16	368	4.4e-123
ADCY6	DUF1053	583	669	9.1e-15
ADCY6	Guanylate_cyc	371	531	3.5e-57
ADCY6	Guanylate_cyc	971	1164	3e-61
ADCY7	AC_N	21	249	6.4e-22
ADCY7	DUF1053	485	592	4.8e-27
ADCY7	Guanylate_cyc	271	431	4.8e-57
ADCY7	Guanylate_cyc	871	1067	2.3e-63
ADCY8	AC_N	159	395	9.3e-35
ADCY8	DUF1053	617	712	5.5e-29
ADCY8	Guanylate_cyc	406	588	2e-58
ADCY8	Guanylate_cyc	974	1171	7e-66
ADCY9	Guanylate_cyc	1050	1241	2.4e-51
ADCY9	Guanylate_cyc	386	571	3.9e-63
ADCYAP1	Hormone	132	156	1.7e-11
ADCYAP1	Hormone	84	110	5.8e-07
ADCYAP1R1	7tm	151	396	9.3e-99
ADCYAP1R1	HRM	52	137	3.7e-27
ADD1	Aldolase_II	148	329	1.1e-39
ADD2	Aldolase_II	136	317	1.5e-34
ADD3	Aldolase_II	140	321	1.6e-36
ADGB	Globin	786	842	0.058
ADGB	Peptidase_C2	193	293	8.4e-08
ADGB	Peptidase_C2	613	647	6.1
ADGRA1	7tm	23	302	2.9e-13
ADGRA2	7tm	780	947	8.3e-10
ADGRA2	GPS	710	752	8.1e-06
ADGRA2	HRM	365	418	0.00028
ADGRA2	I-set	255	345	0.0065
ADGRA2	LRR	133	187	2.8e-11
ADGRA2	LRR	88	144	6.7e-14
ADGRA3	7tm	768	963	8.6e-13
